identifier_original	identifier_novel	name_original	name_novel	custom	metanetx	gene	enzyme
R73F29E75	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R73FE6BA	null			FALSE			
R741D9822	null	Transport of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)	Transport of 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)	FALSE			
R74762929	null	aspartate intake by system ASCT-1 transporter	aspartate intake by system ASCT-1 transporter	FALSE			
R748204A7	null	Exchange of dGMP(2-)	Exchange of dGMP(2-)	FALSE			
R74CD9F3E	null	L-alanine/L-cysteine Na-dependent exchange (Cys-L in)	L-alanine/L-cysteine Na-dependent exchange (Cys-L in)	FALSE			
R751A658B	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R752E8C3E	null	L-cysteine/L-asparagine Na-dependent exchange (Cys-L in)	L-cysteine/L-asparagine Na-dependent exchange (Cys-L in)	FALSE			
R753431F0	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R755E17F1	null	testosterone sulfate exchange	testosterone sulfate exchange	FALSE			
R75B7BCC3	null	deoxycytidine transport via diffusion	deoxycytidine transport via diffusion	FALSE			
R75E4F7C0	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R76673E78	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R76730935	null	transport of Hexadecanedioic acid mono-L-carnitine ester into extra cellular space	transport of Hexadecanedioic acid mono-L-carnitine ester into extra cellular space	FALSE			
R7677ECF	null	DM_HC02029_c	DM_HC02029_c	FALSE			
R76AB654B	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R76AE5DAC	null	cholate transport via bicarbonate countertransport	cholate transport via bicarbonate countertransport	FALSE			
R76E0D380	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R76F38F0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R7714B300	null	L-arabinoase extracellular transport	L-arabinoase extracellular transport	FALSE			
R7718DAFC	null	heptaglutamyl folate (THF) exchange	heptaglutamyl folate (THF) exchange	FALSE			
R773AC7A	null	L-tyrosine transport in via sodium symport	L-tyrosine transport in via sodium symport	FALSE			
R773EF78	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R775661E1	null	Transport of trans-4-hydroxy-L-proline	Transport of trans-4-hydroxy-L-proline	FALSE			
R778D26B5	null	acetone transport via proton symport	acetone transport via proton symport	FALSE			
R778EF7C	null	APOB Vesicular transport	APOB Vesicular transport	FALSE			
R77B549B2	null	4-Aminobutanoate exchange	4-Aminobutanoate exchange	FALSE			
R77BA8F5B	null	ITP diphosphohydrolase Purine metabolism EC:3.6.1.5	ITP diphosphohydrolase Purine metabolism EC:3.6.1.5	FALSE			
R77C89AD1	null	Thiamin monophosphate exchange	Thiamin monophosphate exchange	FALSE			
R77D6E244	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R77F3C05C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R78261546	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R783BA18B	null	phosphatidylserine transport	phosphatidylserine transport	FALSE			
R787ADC1E	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R78941761	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R789F8D70	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R78A55FA2	null	Exchange of N-acetyl-D-mannosamine	Exchange of N-acetyl-D-mannosamine	FALSE			
R78AE0DA0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R78C3A9A4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R78F2593F	null	chondroitin sulfate D transport, golgi to extracellular	chondroitin sulfate D transport, golgi to extracellular	FALSE			
R7935054D	null	L-Fucose exchange	L-Fucose exchange	FALSE			
R793763A2	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R793950D1	null	bilirubin transport via bicarbonate countertransport	bilirubin transport via bicarbonate countertransport	FALSE			
R7940E5	null	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 exchange	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 exchange	FALSE			
R794877C5	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R795C4CEC	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R797A244	null	bile acid intracellular transport	bile acid intracellular transport	FALSE			
R79D673C1	null	aldosterone transport	aldosterone transport	FALSE			
R79D8FF07	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R7A097A33	null	DM dctp(n)	DM dctp(n)	FALSE			
R7A1461A2	null	5-Hydroxy-L-tryptophan exchange	5-Hydroxy-L-tryptophan exchange	FALSE			
R7A1A2FD9	null	L-ascorbate transport via facilitated diffusion	L-ascorbate transport via facilitated diffusion	FALSE			
R7A30AFB8	null	Propionate transport, diffusion	Propionate transport, diffusion	FALSE			
R7A3A33DF	null	beta-Alanine exchange	beta-Alanine exchange	FALSE			
R7A3A5021	null	g-glutamyltransferase (e)	g-glutamyltransferase (e)	FALSE			
R7A494919	null	pentaglutamyl folate (DHF) exchange	pentaglutamyl folate (DHF) exchange	FALSE			
R7A51C946	null	Zinc exchange	Zinc exchange	FALSE			
R7A5614D0	null	Transport of L-Threonine into the intestinal cells by ATB0 transporter	Transport of L-Threonine into the intestinal cells by ATB0 transporter	FALSE			
R7A6732A3	null	DM_gdp_m	DM_gdp_m	FALSE			
R7A79F60D	null	DM Ser-Gly/Ala-X-Gly(ly)	DM Ser-Gly/Ala-X-Gly(ly)	FALSE			
R7A7C1FC9	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R7A9F72B0	null	GTP exchange	GTP exchange	FALSE			
R7A9F9759	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R7AB287EF	null	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan exchange	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan exchange	FALSE			
R7AB6A3AA	null	gamma-glutamyltranspeptidase Glutathione metabolism EC:3.4.11.4	gamma-glutamyltranspeptidase Glutathione metabolism EC:3.4.11.4	FALSE			
R7AC049D9	null	excretion of docosanedioic acid	excretion of docosanedioic acid	FALSE			
R7AD3DC8F	null	fatty acid retinol efflux	fatty acid retinol efflux	FALSE			
R7AD8228	null	Etiocholan-3alpha-ol-17-one 3-glucuronide exchange	Etiocholan-3alpha-ol-17-one 3-glucuronide exchange	FALSE			
R7AECE0B9	null	gp1calpha hs transport	gp1calpha hs transport	FALSE			
R7AED7CC7	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R7AF96ED5	null	exchange reaction for Sodium	exchange reaction for Sodium	FALSE			
R7B26AF1	null	Isomaltose 6-alpha-D-glucanohydrolase Starch and sucrose metabolism EC:3.2.1.10	Isomaltose 6-alpha-D-glucanohydrolase Starch and sucrose metabolism EC:3.2.1.10	FALSE			
R7B36AD2C	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R7B466F68	null	exchange reaction for starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})	exchange reaction for starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})	FALSE			
R7B48BC00	null	L-cystine/L-glutamate exchanger	L-cystine/L-glutamate exchanger	FALSE			
R7BB00B38	null	pyridoxamine transport via diffusion	pyridoxamine transport via diffusion	FALSE			
R7BB6BC6B	null	exchange reaction for L-histidine	exchange reaction for L-histidine	FALSE			
R7BD5D943	null	10-formyltetrahydrofolate-[Glu](7) exchange	10-formyltetrahydrofolate-[Glu](7) exchange	FALSE			
R7C085736	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R7C2E3131	null	fatty acid 9-cis-retinol exchange	fatty acid 9-cis-retinol exchange	FALSE			
R7C3CA43C	null	Neurotransmitter:Sodium Symporter (NSS) TCDB:2.A.22.3.4	Neurotransmitter:Sodium Symporter (NSS) TCDB:2.A.22.3.4	FALSE			
R7C4C4691	null	L-serine/L-cysteine Na-dependent exchange (Ser-L in)	L-serine/L-cysteine Na-dependent exchange (Ser-L in)	FALSE			
R7C53C487	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R7C815D4E	null	exchange reaction for Cytidine	exchange reaction for Cytidine	FALSE			
R7CA52758	null	nucleoside-diphosphatase (IDP), extracellular	nucleoside-diphosphatase (IDP), extracellular	FALSE			
R7CAF5688	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R7CC92226	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
R7CD748B1	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R7CE9CB6	null	L-threonine/L-glutamine Na-dependent exchange (Gln-L in)	L-threonine/L-glutamine Na-dependent exchange (Gln-L in)	FALSE			
R7D089E7C	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
R7D0DD2FA	null	D-Xylose exchange	D-Xylose exchange	FALSE			
R7D59ADB0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R7D81168A	null	L-tryptophan transport in via sodium symport	L-tryptophan transport in via sodium symport	FALSE			
R7D857D4D	null	Demand for nicotinamide	Demand for nicotinamide	FALSE			
R7D8991E1	null	Protein degradation	Protein degradation	FALSE			
R7DAAA37F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R7DB57F74	null	1-Methylnicotinamide exchange	1-Methylnicotinamide exchange	FALSE			
R7DB9D405	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R7DC4AF41	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R7DEFE7C9	null	10-formyltetrahydrofolate-[Glu](5) exchange	10-formyltetrahydrofolate-[Glu](5) exchange	FALSE			
R7E04A576	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R7E341F8D	null	DM dgpi prot hs(r)	DM dgpi prot hs(r)	FALSE			
R7E691EF1	null	Butyrate (n-C4:0) exchange	Butyrate (n-C4:0) exchange	FALSE			
R7EA49181	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R7ECC24A1	null	Prostaglandin E1 exchange	Prostaglandin E1 exchange	FALSE			
R7EE88AD8	null	Choline uniport	Choline uniport	FALSE			
R7F2FD376	null	Protein degradation	Protein degradation	FALSE			
R7F358F1E	null	release of biotin across the basolatral membrane	release of biotin across the basolatral membrane	FALSE			
R7F68880A	null	transport of Phenylalanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	transport of Phenylalanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	FALSE			
R7F713F5C	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R7F7432EC	null	Demand for L-cystine	Demand for L-cystine	FALSE			
R7FD906B3	null	retinoyl glucuronide efflux	retinoyl glucuronide efflux	FALSE			
R8017DDA9	null	20alpha-Hydroxyprogesterone exchange	20alpha-Hydroxyprogesterone exchange	FALSE			
R803FD9FB	null	Deoxyadenosine deaminase, extracellular	Deoxyadenosine deaminase, extracellular	FALSE			
R805FA008	null	L-leucine transport via diffusion (extracellular to cytosol)	L-leucine transport via diffusion (extracellular to cytosol)	FALSE			
R80641AA0	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R8079F4B2	null	L-serine/L-asparagine Na-dependent exchange (Asn-L in)	L-serine/L-asparagine Na-dependent exchange (Asn-L in)	FALSE			
R809853E2	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R80B4D49	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R80BE6DD8	null	CHOLESTTDe vesicular transport	CHOLESTTDe vesicular transport	FALSE			
R80BEE5DD	null	25-hydroxyvitamin D2 transport from cytoplasm	25-hydroxyvitamin D2 transport from cytoplasm	FALSE			
R80E1EC52	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R80F41F4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R80FF0F57	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R8104FE97	null	transport of L-Cysteine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	transport of L-Cysteine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R8107A19	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R810D5D98	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R81330A28	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R8137168E	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R818D09ED	null	DM_cmp_r	DM_cmp_r	FALSE			
R8192596B	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R819B5257	null	transport of L-Valine into the intestinal cells by ATB0 transporter	transport of L-Valine into the intestinal cells by ATB0 transporter	FALSE			
R81C8428	null	exchange reaction for adipoyl carnitine	exchange reaction for adipoyl carnitine	FALSE			
R81CDFEBF	null	Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular	Gamma-glutamyl hydrolase (10FTHF6GLU), extracellular	FALSE			
R81DBDAE	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R81F584E9	null	retinoic acid transport	retinoic acid transport	FALSE			
R82139A43	null	Active transport	Active transport	FALSE			
R8216EFA6	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R823C0ABC	null	L-sulfolactate transport (cytosol to extracellular)	L-sulfolactate transport (cytosol to extracellular)	FALSE			
R82521F85	null	L-Leucine exchange	L-Leucine exchange	FALSE			
R826A6402	null	Glycine betaine exchange	Glycine betaine exchange	FALSE			
R8279061B	null	prostaglandin-d1 exchange	prostaglandin-d1 exchange	FALSE			
R827A7906	null	Ribitol exchange	Ribitol exchange	FALSE			
R829D163F	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R82B54596	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R82BC0DBD	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R82C8726A	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R82F4130E	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R8332C2AF	null	Aquacob(III)alamin uptake	Aquacob(III)alamin uptake	FALSE			
R8340266F	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R83541C9E	null	lignoceric acid exchange	lignoceric acid exchange	FALSE			
R836F23A4	null	leukotriene F4 transport	leukotriene F4 transport	FALSE			
R842383FB	null	DM_HC00005_r	DM_HC00005_r	FALSE			
R84246008	null	glucuronidated compound transport	glucuronidated compound transport	FALSE			
R843E5A34	null	Uridine triphosphate pyrophosphohydrolase Pyrimidine metabolism EC:3.6.1.19	Uridine triphosphate pyrophosphohydrolase Pyrimidine metabolism EC:3.6.1.19	FALSE			
R8466B071	null	transport of beta alanine by PAT1 in renal and intestinal cells	transport of beta alanine by PAT1 in renal and intestinal cells	FALSE			
R84A5B108	null	chenodeoxycholate exchange	chenodeoxycholate exchange	FALSE			
R84B67868	null	Glycylleucine exchange	Glycylleucine exchange	FALSE			
R84BA670	null	L-ascorbate transport via proton symport	L-ascorbate transport via proton symport	FALSE			
R84C5B357	null	Thiamin triphosphate exchange	Thiamin triphosphate exchange	FALSE			
R84E7D864	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R84FB6F7A	null	exchange reaction for sulfocysteine	exchange reaction for sulfocysteine	FALSE			
R851A5F31	null	exchange reaction for 3-hydroxyhexadecenoyl carnitine	exchange reaction for 3-hydroxyhexadecenoyl carnitine	FALSE			
R85441B8E	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R855D171A	null	L-phenylalanine transport in via sodium symport	L-phenylalanine transport in via sodium symport	FALSE			
R858AC732	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R85B13F87	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R85EE7824	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R864781B6	null	cGMP transport (ATP-dependent)	cGMP transport (ATP-dependent)	FALSE			
R86660E6F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R86792BED	null	D-sorbitol transport, extracellular	D-sorbitol transport, extracellular	FALSE			
R86798C79	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8685685C	null	prostaglandin I2(1-) exchange	prostaglandin I2(1-) exchange	FALSE			
R869EE9D4	null	L-Glutamate exchange	L-Glutamate exchange	FALSE			
R86CE0844	null	Exchange of S-adenosyl-L-homocysteine	Exchange of S-adenosyl-L-homocysteine	FALSE			
R8717521D	null	exchange reaction for L-glutamine	exchange reaction for L-glutamine	FALSE			
R873274E5	null	blood group intracellular transport	blood group intracellular transport	FALSE			
R875A1F07	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R87714E78	null	D-Glucose exchange	D-Glucose exchange	FALSE			
R8778C1CB	null	demand reaction for taurine	demand reaction for taurine	FALSE			
R8790302C	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
R87AE76CC	null	L-alanine/L-serine Na-dependent exchange (Ala-L in)	L-alanine/L-serine Na-dependent exchange (Ala-L in)	FALSE			
R88252001	null	retinoyl glucuronide efflux (13-cis)	retinoyl glucuronide efflux (13-cis)	FALSE			
R883F4AD2	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R884DA33	null	transport of L-Asparagine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	transport of L-Asparagine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine and Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R88658BEB	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8867360A	null	24 trihydroxy cholesterol transport	24 trihydroxy cholesterol transport	FALSE			
R887E9C16	null	deoxyadenosine transport via diffusion	deoxyadenosine transport via diffusion	FALSE			
R88817E54	null	Exchange of 7,8-dihydroneopterin 3-triphosphate(4-)	Exchange of 7,8-dihydroneopterin 3-triphosphate(4-)	FALSE			
R8894B27A	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R88B07794	null	20-hydroxy-arachidonate exchange	20-hydroxy-arachidonate exchange	FALSE			
R88B5D1A7	null	pyridoxine transport via diffusion	pyridoxine transport via diffusion	FALSE			
R88BA61DD	null	uptake of Hexadecanoate by the enterocytes	uptake of Hexadecanoate by the enterocytes	FALSE			
R88BE451A	null	Exchange of L-malate	Exchange of L-malate	FALSE			
R88DF749	null	nifedipine exchange	nifedipine exchange	FALSE			
R88FA38B2	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R88FF282E	null	Chitobiose exchange	Chitobiose exchange	FALSE			
R890DC778	null	CTP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	CTP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	FALSE			
R890DDF04	null	(R)-3-Hydroxybutanoate transport via H+ symport	(R)-3-Hydroxybutanoate transport via H+ symport	FALSE			
R891D9BB8	null	Gal-Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens) exchange	Gal-Gal-Gal-Gal-Gal-Glc-Cer (homo sapiens) exchange	FALSE			
R8929A5E	null	Dopamine secretion via secretory vesicle (ATP driven)	Dopamine secretion via secretory vesicle (ATP driven)	FALSE			
R8936F1AA	null	phosphatidylcholine transporter	phosphatidylcholine transporter	FALSE			
R894E2CD4	null	nucleoside-diphosphatase (UDP), extracellular	nucleoside-diphosphatase (UDP), extracellular	FALSE			
R8955327E	null	Thiamine transport in via proton antiport	Thiamine transport in via proton antiport	FALSE			
R89A6DEA2	null	deoxyribose transport via diffusion	deoxyribose transport via diffusion	FALSE			
R8A080C49	null	acetaldehyde reversible transport	acetaldehyde reversible transport	FALSE			
R8A14EE88	null	Progesterone exchange	Progesterone exchange	FALSE			
R8A1A48B	null	cortisol transport	cortisol transport	FALSE			
R8A1AE3A1	null	L-3-Cyanoalanine exchange	L-3-Cyanoalanine exchange	FALSE			
R8A2B9E37	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8A43BC9C	null	chondroitin sulfate C transport, golgi to extracellular	chondroitin sulfate C transport, golgi to extracellular	FALSE			
R8A48B18E	null	uptake of Rtotal2 by enterocytes	uptake of Rtotal2 by enterocytes	FALSE			
R8A578D3E	null	alpha-Tocopherol (Vit. E) transport	alpha-Tocopherol (Vit. E) transport	FALSE			
R8A77BAE3	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8B1C15DC	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R8B246A7A	null	blood group intracellular transport	blood group intracellular transport	FALSE			
R8B2EA6A0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R8B4B6897	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8B7318A9	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R8B77B734	null	Facilitated diffusion	Facilitated diffusion	FALSE			
R8B837CE1	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R8BC70BB9	null	NAD nucleosidase,extracellular	NAD nucleosidase,extracellular	FALSE			
R8BDA7444	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R8BE5B25F	null	Sphinganine 1-phosphate exchange	Sphinganine 1-phosphate exchange	FALSE			
R8BFC6482	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8C048820	null	D-aspartate transport, extracellular	D-aspartate transport, extracellular	FALSE			
R8C1AC36D	null	5alpha-Dihydrotestosterone sulfate exchange	5alpha-Dihydrotestosterone sulfate exchange	FALSE			
R8C36A54	null	TETDEC2COASINK	TETDEC2COASINK	FALSE			
R8C455470	null	alpha-Tocopherol exchange	alpha-Tocopherol exchange	FALSE			
R8C4C2423	null	L-asparagine transport in via sodium symport	L-asparagine transport in via sodium symport	FALSE			
R8C67FDBB	null	ornithine transport via diffusion (extracellular to cytosol)	ornithine transport via diffusion (extracellular to cytosol)	FALSE			
R8C89C330	null	Na+-K+-Cl- cotransport	Na+-K+-Cl- cotransport	FALSE			
R8C96AFE8	null	Tyramine O-sulfate exchange	Tyramine O-sulfate exchange	FALSE			
R8CBADC49	null	Metanephrine exchange	Metanephrine exchange	FALSE			
R8CC86313	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R8CD19851	null	release of nicotinamide at the basolateral surface	release of nicotinamide at the basolateral surface	FALSE			
R8CDB3DAA	null	L-proline reversible transport via proton symport	L-proline reversible transport via proton symport	FALSE			
R8CF55977	null	NACHORCTL3le	NACHORCTL3le	FALSE			
R8D075746	null	exit of hydroxy-prloine across the basolateral surface of enterocytes	exit of hydroxy-prloine across the basolateral surface of enterocytes	FALSE			
R8D6589B9	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R8D6A636E	null	exchange reaction for glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})	exchange reaction for glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})	FALSE			
